Category,Job ID,Sub ID,URL,Title,Description,Budget Min,Budget Max,Budget Avg,Client Location,Country Normalized,Payment Verified,Relative Date,Absolute Date,Job Type,Experience Level,Allowed Applicant Countries,Skills,OrgNameRaw,OrgNameNormalized,OrgConfidence,OrgType,OrgSource
QA Testing,1.9731296366963205e+18,~021973129636696320563,https://www.upwork.com/jobs/automation-developer_~021973129636696320563/?referrer_url_path=/nx/search/jobs/,Sr QA automation developer,"Design and implement the automation strategy across web, API, and mobile (Playwright for UI/APIs, and an Appium-based approach for mobile).
•	Build and own test frameworks & infrastructure in GitHub Actions—parallel execution, reporting, and integrations with Jira.
•	Define test plans and acceptance criteria for each sprint, partnering with product managers, engineers, and designers in a Scrum flow.
•	Champion shift-left quality—pair on PR reviews, improve integration test coverage.
•	Ensure HIPAA compliance in test data handling, security controls, and documentation.
•	Lead defect triage and root-cause analysis; coach engineers and the existing manual tester on automation best practices.
•	Report metrics (coverage, MTTR, escaped-defects) and continuously refine the definition of ""done.""
Must-Have Qualifications
•	5+ years in software QA with at least 2 years leading automation efforts for SaaS products.
•	Strong scripting/coding skills in Java or JavaScript/TypeScript; comfortable reading application code.
•	Hands-on experience building Playwright, Cypress (or similar) end-to-end UI suites, plus API test frameworks.
•	Familiarity with mobile test automation (Appium, WebDriverIO, or comparable).
•	Proven success integrating tests into CI/CD pipelines (GitHub Actions, Jenkins, etc.).
•	Working knowledge of AWS cloud environments and test environment provisioning.
•	HIPAA or other regulated-industry testing experience (security, privacy, audit trails).
•	Excellent communication skills and ability to mentor a small but growing QA function.
•	Remote work discipline with availability for at least a four-hour overlap between 9 a.m.–5 p.m. US ET (UTC-4/5).
•	Experience migrating legacy Cordova/Ionic apps to modern frameworks or automating their tests.
•	Performance, load, or security testing chops (k6, JMeter, Burp Suite).
•	ISTQB, CSTE, or similar certification.",16.0,30.0,23.0,Czech Republic,Czech Republic,TRUE,Posted 2 weeks ago,2025-09-30T20:55:39.231Z,Hourly,Expert,,"Automated Testing, Software QA, Test Design, Software Testing",,,none,individual_or_undefined,none
QA Testing,1.975082656645083e+18,~021975082656645082790,https://www.upwork.com/jobs/Consultant-Playwright-Expert-Part-Time_~021975082656645082790/?referrer_url_path=/nx/search/jobs/,QA Consultant (Playwright Expert) | Part-Time,"Summary
We’re Narrative (trynarrative.com), building an AI-driven end-to-end UI testing product that helps teams automate their QA processes faster and smarter. Our mission is to redefine how engineering teams test and ship high-quality software.
We already have a strong engineering team in place and are now looking for an experienced QA Consultant who can guide us in setting up and refining our Playwright-based automation framework.
Role Overview
- We’re looking for someone with 3–4 years of hands-on Playwright experience (not manual testing) to join us on a consulting basis.
- You’ll join our daily product stand-ups (about an hour a day) and help us ensure we’re building the right testing architecture, generating and scaling automated tests effectively.
- This is a temporary role for now, but it can evolve into a long-term or full-time opportunity as we expand to more products in the Narrative suite.",5.0,10.0,7.5,United States,United States,TRUE,Posted last week,2025-10-06T06:16:15.555Z,Hourly,Expert,,"Automated Testing, Web Testing",This,this,high,individual_or_undefined,is_plain
QA Testing,1.9751161675712827e+18,~021975116167571282926,https://www.upwork.com/jobs/Browser-Automation-Code_~021975116167571282926/?referrer_url_path=/nx/search/jobs/,AI Browser Automation - QA Code,"Looking for someone experienced with AI Browser Agents, also writing playwright / puppeteer code, must know python, nodejs",100.0,100.0,100.0,Ireland,Ireland,TRUE,Posted last week,2025-10-06T08:29:25.098Z,Fixed,Intermediate,,"Automated Testing, Python, Puppeteer, NodeJS Framework",,,none,individual_or_undefined,none
QA Testing,1.9754532873829985e+18,~021975453287382998625,https://www.upwork.com/jobs/Salesforce-Automation-Selenium_~021975453287382998625/?referrer_url_path=/nx/search/jobs/,Salesforce Automation QA (Selenium),"We are looking for Salesforce Automation QA Engineer with 3–4 years of hands-on experience in automation testing, particularly using Selenium. The ideal candidate will have a strong background in testing Salesforce applications and will be responsible for ensuring the quality and performance of our Salesforce platform through effective test automation strategies.
- 1 year Contract - Remote - 4-5 LPA Fixed
- Immediate Joiner Key Responsibilities:
- Design, develop, and maintain automated test scripts using Selenium for Salesforce applications.
- Perform functional, regression, and integration testing to ensure software quality and system
stability.
- Collaborate with developers, business analysts, and product owners to understand requirements
and translate them into test cases.
- Identify, record, and track bugs thoroughly.
- Maintain test automation frameworks and contribute to their continuous improvement.
- Ensure timely execution of automated test suites during CI/CD pipeline.
- Provide regular status reports and communicate issues or delays proactively.
Required Skills & Qualifications:
- Bachelor’s degree in Computer Science, Engineering, or related field.
- 3–4 years of experience in QA Automation with a focus on Salesforce applications.
- Strong hands-on experience with Selenium WebDriver, TestNG/JUnit, and Maven/Gradle.
- Good understanding of Salesforce platform, including Lightning components, Apex, and Visualforce
(testing perspective).
- Experience with test case management tools like Jira, TestRail, or Zephyr.
- Familiarity with CI/CD tools like Jenkins, Git, or Azure DevOps.
- Strong analytical and problem-solving skills.
- Excellent communication and collaboration skills.
- Immediate joiners preferred.
Nice to Have:
- Experience with Salesforce testing tools (e.g., Provar, Selenium with Salesforce-specific locators).
- ISTQB or other QA certifications.
Benefits:
- Competitive salary and performance bonuses
- Flexible working hours / Hybrid or remote options (if applicable)
- Professional development opportunities
- Dynamic and collaborative work environment.",10.0,22.0,16.0,IND,India,TRUE,Posted 6 days ago,2025-10-07T06:49:00.741Z,Hourly,Intermediate,,"Automated Testing, Selenium, Selenium WebDriver",QA (Selenium) We,qa,high,product_company,seeking
QA Testing,1.9758985286033605e+18,~021975898528603360489,https://www.upwork.com/jobs/Full-Stack-Developer-Backend-Focused-API-Automation-Expert_~021975898528603360489/?referrer_url_path=/nx/search/jobs/,Full Stack Developer (Backend-Focused | API & Automation Expert),"We’re looking for a highly skilled Full Stack Developer with strong backend experience to help us build and scale automation systems, APIs, and dashboards for our SaaS operations.
You’ll work on connecting multiple platforms, optimizing database performance, and ensuring all services run reliably and efficiently.
Responsibilities:
Design, develop, and maintain backend APIs and microservices.
Integrate third-party APIs (Google, OpenAI, Stripe, LinkedIn, etc.).
Build and maintain data pipelines, automation workflows, and admin dashboards.
Optimize database queries, caching, and scalability.
Collaborate with frontend developers to ensure smooth API communication.
Deploy and manage servers using Docker, AWS, or Vercel.
Required Skills:
Backend: Node.js (Express, Nest.js, or Fastify)
Frontend: React.js, Next.js, or Vue (basic understanding preferred)
Database: MongoDB / PostgreSQL / MySQL
API Integration: REST, GraphQL, Webhooks
DevOps: Docker, CI/CD, AWS or DigitalOcean
Version Control: Git / GitHub
Bonus Skills (Not Required but Nice to Have):
Experience with N8N, Make.com, or Zapier custom integrations
Familiarity with AI APIs (OpenAI, Gemini, Claude, etc.)
Understanding of serverless functions and event-driven architecture
Work Terms:
Job Type: Project-based (with potential for long-term collaboration)
Engagement: 20–40 hours/week
Duration: 1–3 months to start (extendable)
Timezone: Flexible (must overlap 2–3 hours/day with CET or PST)
To Apply:
Please include the following:
A short description of your most similar project.
Your tech stack and why you prefer it.
A link to your GitHub or portfolio.
Your hourly rate and availability.
Note:
❗ Do not use AI tools for writing your proposal. If you use AI or copy content from the internet (including portfolios), you will have to defend it live during a video meeting.
All applications will be carefully reviewed, and only the best candidate will be selected.",,,,,,unknown,Posted 5 days ago,2025-10-08T16:23:00.170Z,Hourly,Expert,,"Automated Testing, OpenAI API, Node.js, Firebase, React",,,none,individual_or_undefined,none
QA Testing,1.976017092568985e+18,~021976017092568985318,https://www.upwork.com/jobs/Senior-Software-Quality-Assurance-Engineer_~021976017092568985318/?referrer_url_path=/nx/search/jobs/,Senior Software Quality Assurance Engineer,"At Trax Technologies, we help move the world's products. We revolutionize the logistics industry with our cutting-edge cloud-based solutions. By automating and streamlining freight invoice audit and payment processing, we empower both buyers and sellers of logistics services to transcend traditional boundaries. Our platform isn't just a tool-it's a catalyst for supply chain optimization. By providing unparalleled visibility into the intricate web of logistics operations and leveraging predictive analytics fueled by a staggering database of over 1 billion transactions spanning industries, modes, and nations, we redefine what's possible in logistics management.
We operate on a global canvas, Trax boasts a widespread presence, with offices strategically located in the U.S., Latin America, Asia, and Europe. Join us in reshaping the future of logistics, where innovation knows no bounds and opportunities are limitless.
Job Description
We are seeking an experienced Senior Software Quality Assurance Engineer with deep expertise in QA automation and Playwright to join our Platform Quality organization. In this role, you will lead automation strategy, champion quality practices across teams, and ensure our software products meet the highest standards of reliability, performance, and user experience. You will partner closely with Engineering, Product, and DevOps to design scalable test automation solutions and embed quality throughout the software delivery lifecycle.
Key Responsibilities
•	Lead the design, development, and maintenance of automated test frameworks and suites using Playwright, driving the adoption of modern testing practices across teams.
•	Define and implement a comprehensive test automation strategy to improve coverage, stability, and execution speed.
•	Collaborate with product managers and engineers to define testable requirements and build quality gates into CI/CD pipelines.
•	Conduct manual and exploratory testing as needed to validate complex scenarios and guide automation priorities.
•	Mentor and coach QA engineers in automation best practices, test design, and effective use of tools.
•	Drive root cause analysis and continuous improvement of test processes, tools, and environments.
•	Oversee the integration of automated testing into continuous delivery workflows using tools such as Jenkins, GitHub Actions.
•	Participate in release planning, sprint reviews, and retrospectives as a quality advocate and stakeholder.
•	Track and report key quality metrics to identify trends, measure automation effectiveness, and guide quality improvements.
•	Partner with cross-functional leaders to define and uphold quality standards across development and operations.
Requirements
•	Bachelor’s degree in Computer Science, Information Technology, or a related field.
•	7+ years of professional experience in software testing or quality assurance, including significant experience in test automation.
•	Expert-level proficiency with Playwright for web application testing, including framework setup, maintenance, and optimization.
•	Strong knowledge of QA methodologies, tools, and best practices in Agile development environments.
•	Proven experience designing automation frameworks and integrating them into CI/CD pipelines.
•	Solid understanding of SQL, data validation, and backend testing.
•	Strong analytical and problem-solving skills with a proven ability to influence and drive quality across teams.
•	Excellent leadership, communication, and collaboration skills.
•	Commitment to innovation, continuous improvement, and building a culture of quality.
Nice to Have
•	Experience with other automation tools such as Selenium, Cypress, or TestNG.
•	Familiarity with API testing frameworks (e.g., Postman, REST Assured).
•	Experience with performance and load testing (e.g., JMeter, LoadRunner).
•	Exposure to AI-driven test automation and intelligent test orchestration tools.
•	Understanding of cloud-based testing environments and containerized deployments (e.g., Docker, Kubernetes).",,,,,,unknown,Posted 5 days ago,2025-10-08T15:55:00.811Z,Hourly,Intermediate,,"Automated Testing, Software QA, Integration Testing, Regression Testing",Trax Technologies,trax technologies,high,product_company,at_we
QA Testing,1.9762490794169736e+18,~021976249079416973623,https://www.upwork.com/jobs/Automation-Engineer_~021976249079416973623/?referrer_url_path=/nx/search/jobs/,AI QA / Automation Engineer,"Looking for experienced AI QA / automation engineer - must have experience with LLMs, AI writing test cases and using AI browser agents, must have experience with python and nodejs",100.0,100.0,100.0,Ireland,Ireland,TRUE,Posted 4 days ago,2025-10-09T11:31:12.326Z,Fixed,Intermediate,,"Automated Testing, Python, Test Design, Software QA, Puppeteer",,,none,individual_or_undefined,none
QA Testing,1.9766312477139064e+18,~021976631247713906406,https://www.upwork.com/jobs/Automation-Engineer_~021976631247713906406/?referrer_url_path=/nx/search/jobs/,QA Automation Engineer,"I need QA Automation Engineer mentor. He should help in Java, TestNG, Cucumber and also help me to establish QA strategy for the next year.",22.0,33.0,27.5,United States,United States,TRUE,Posted 3 days ago,2025-10-10T12:49:48.335Z,Hourly,Expert,,"Automated Testing, Software QA, Selenium WebDriver",,,none,individual_or_undefined,none
QA Testing,1.9766959253163617e+18,~021976695925316361728,https://www.upwork.com/jobs/Automation-Engineer_~021976695925316361728/?referrer_url_path=/nx/search/jobs/,Sr QA Automation Engineer,"SUMO Scheduler is a fast-growing, Salesforce-native SaaS product that enables customer-facing teams to schedule meetings, calls, and engagements with precision and automation. In addition to our Salesforce-native platform, we recently launched SUMO 1, our powerful standalone scheduling solution, expanding our reach to businesses not on Salesforce. We're looking for a skilled QA Automation Engineer who will take ownership of testing our web applications across both SUMO Scheduler (Salesforce-native) and SUMO 1 (standalone). You will design and implement automated tests to ensure product reliability, performance, and usability while working closely with engineering, product, and customer success teams.
This role is ideal for a seasoned QA professional with deep automation experience, Salesforce knowledge, and the ability to work independently in fast-paced Agile environments. You’ll be instrumental in defining and building automation frameworks, leading technical implementation, and mentoring junior engineers.
RESPONSIBILITIES
Design, build, and maintain scalable and reusable test automation frameworks for web and API testing.
Lead the end-to-end QA process for Salesforce-based applications, ensuring functional, UI, and integration test coverage.
Create, execute, and maintain test plans, test cases, and test data for various types of testing (UI, API, performance, integration, regression, etc.).
Automate test cases using tools like Playwright, Selenium WebDriver, Cypress, or similar.
Automate REST/SOAP API tests using REST-assured, Postman, or related tools.
Maintain test environments, configure test infrastructure (e.g., Docker, AWS, Jenkins, Selenoid).
Collaborate with cross-functional teams to analyze product requirements and design effective test strategies and scenarios.
Drive adoption of best QA practices including TDD, BDD, and design patterns like Page Object and Page Factory.
Integrate automated tests into CI/CD pipelines and monitor automated test results.
Analyze logs, databases (SQL/NoSQL), and other resources to identify and troubleshoot issues.
Mentor and support Junior and Mid-level QA engineers, conduct code reviews, and provide training on automation practices.
Contribute to QA work estimations and planning processes, while proactively identifying risks and proposing solutions.
Document and present detailed QA test reports, bug reports, and release readiness evaluations to QA Lead.
REQUIRED SKILLS and EXPERIENCE
Core Qualifications
4+ years of experience as a Software QA Automation Engineer working on commercial or product-based web applications.
Strong Salesforce Administration knowledge including setup, configuration, and automation testing.
Solid understanding of QA principles, test levels/types (functional, UI, API, performance, etc.), STLC, and SDLC.
Deep understanding of Agile methodologies (Scrum, Kanban) and QA’s role within an Agile team.
Excellent Test Design skills and hands-on experience implementing them across test scenarios.
Technical Proficiency
Strong programming knowledge in TypeScript or other languages with the ability to quickly adapt to new syntax.
Experience working with Jira, TestRail.
Experience building test frameworks from scratch using tools such as:
Web automation: Playwright, Selenium WebDriver, Cypress, Cucumber, Selenide
API automation: REST-Assured, Postman, Swagger, SoapUI
Performance testing: JMeter
CI/CD: GitHub Actions (Jenkins, TeamCity etc.)
Cloud platforms: AWS
Containers: Docker, Selenoid
Reporting tools: Allure, ReportPortal
Dev tools & architecture: REST, SOAP, client-server, WebSocket
Hands-on experience with test management tools like TestRail and Jira.
Proven ability to configure and maintain test environments and simulate real-world test data and scenarios.
Strong experience in evaluating when automation is appropriate and justifying test coverage strategy.
Fluent in interpreting technical logs and analyzing data using SQL/NoSQL databases.
Soft Skills & Communication
Strong analytical, proactive, and self-organizing mindset.
Excellent written and verbal communication skills in English (B2+ level).
Ability to operate independently, even when exhaustive requirements are not available.
Demonstrated ability to understand complex E2E business processes and test them effectively.
Experience mentoring junior/mid-level QA team members and participating in code/test review sessions.
Practical experience estimating automation efforts and aligning test priorities with business goals.",,,,United States,United States,TRUE,Posted 3 days ago,2025-10-10T17:06:48.696Z,Hourly,Expert,,"Automated Testing, Test Automation Framework, Software QA, Software Testing",SUMO Scheduler,sumo scheduler,high,product_company,is_plain
QA Testing,1.9768813271175409e+18,~021976881327117540864,https://www.upwork.com/jobs/JMeter-Script-Development-for-Performance-Testing_~021976881327117540864/?referrer_url_path=/nx/search/jobs/,JMeter Script Development for Performance Testing,"We are looking for a skilled professional to write and execute a JMeter script for performance testing of a small web application. The ideal candidate should have experience with JMeter and performance testing methodologies, and be able to provide insights on optimization based on test results. This role involves understanding the application's architecture and creating test scenarios to simulate real user behavior. If you have a strong background in performance testing and can deliver high-quality results, we would love to hear from you!",,,,India,India,FALSE,Posted 2 days ago,2025-10-11T05:23:31.910Z,Fixed,Intermediate,,"Automated Testing, Apache JMeter, Performance Testing, Selenium",Performance Testing We,performance testing we,high,product_company,seeking
QA Testing,1.97754520796184e+18,~021977545207961839927,https://www.upwork.com/jobs/Engineer-for-Desktop-App-Testing-and-Automation_~021977545207961839927/?referrer_url_path=/nx/search/jobs/,QA Engineer for Desktop App Testing and Automation,"We are seeking a skilled QA Engineer to manually test our desktop application and develop automated end-to-end (E2E) tests. The initial phase will focus on manual testing to ensure our core user flows function flawlessly. Following this, you will build test automation for our core user workflows — billing, CRM, payroll, scheduling, etc. If you have a keen eye for detail and a passion for quality assurance, we would love to hear from you. We are a fast moving start up, so I’m looking for someone who can be self-sufficient, communicative, and comfortable owning the QA process.",10.0,25.0,17.5,United States,United States,TRUE,Posted 11 hours ago,2025-10-13T01:21:33.436Z,Hourly,Intermediate,,"Automated Testing, Software QA, Functional Testing, Web Testing, Cypress",,,none,individual_or_undefined,none
QA Testing,1.9776630037918264e+18,~021977663003791826432,https://www.upwork.com/jobs/Automation-Test-Engineer-for-BDD-POM-Framework-weeks_~021977663003791826432/?referrer_url_path=/nx/search/jobs/,Automation Test Engineer for BDD+POM Framework in 2 weeks,We are seeking an experienced Automation Test Engineer to develop and execute 20 test scripts using a Behavior-Driven Development (BDD) combined with a Page Object Model (POM) framework. The ideal candidate should have a strong understanding of test automation and be able to work independently to ensure the successful integration of these scripts into our existing framework. This is a great opportunity to enhance our testing capabilities and improve software quality.,45.0,45.0,45.0,India,India,FALSE,Posted 6 hours ago,2025-10-13T09:09:38.100Z,Fixed,Intermediate,,"Automated Testing, Test Automation Framework, Selenium",This,this,high,individual_or_undefined,is_plain
QA Testing,1.9784958122934828e+18,~021978495812293482887,https://www.upwork.com/jobs/Engineer-Trainer-for-Comprehensive-Training_~021978495812293482887/?referrer_url_path=/nx/search/jobs/,QA Engineer/Trainer for Comprehensive Training,Seeking an experienced QA Engineer / Trainer to provide comprehensive training in multiple testing types and real-world scenarios. The goal is to become fully job-ready for QA roles with strong practical knowledge and guidance in securing the first freelance QA project.,,,,,,unknown,Posted 2 weeks ago,2025-10-16T19:21:00.755Z,Hourly,Intermediate,,"Automated Testing, Software QA, Performance Testing, API Testing",The goal,the goal,high,individual_or_undefined,is_plain
QA Testing,1.9789241758789908e+18,~021978924175878990704,https://www.upwork.com/jobs/Automation-Engineer-for-Healthcare-Clinics-Fast-Delivery-Long-Term-Collaboration_~021978924175878990704/?referrer_url_path=/nx/search/jobs/,AI Automation Engineer for Healthcare Clinics (Fast Delivery + Long-Term Collaboration),"About Us:
We’re a French healthtech startup on a mission to revolutionize how medical and dental clinics manage their patient communication.
We’re building AI-powered assistants that handle calls, messages, scheduling, and follow-ups — allowing clinics to save time and improve patient experience.
We’re looking for a skilled and reliable AI developer who can quickly build a functional MVP in 7 days, and then help us productize the system so it can be deployed across multiple clinics using a template-based architecture.
Your Mission:
Develop a smart AI agent (voice + text) able to:
Handle patient inquiries by voice or chat
Book, reschedule, or cancel appointments
Integrate with French healthcare platforms (Doctolib, Julie, Orthalis, etc.)
Use speech-to-text and text-to-speech for natural conversations
Respect RGPD compliance and handle patient data securely
Required Skills:
Hands-on experience with AI conversational systems Strong API integration skills Familiarity with voice AI tools Ability to build fast and iterate English fluency required (French is a plus)
Understanding of data privacy regulations (GDPR / RGPD)
Deliverables:
1 working MVP for appointment management (end-to-end)
Clear setup + deployment documentation
A modular / replicable system for scaling across multiple clinics
Suggestions and improvements for long-term developmen",10.0,50.0,30.0,FRA,France,TRUE,Posted 2 weeks ago,2025-10-16T20:41:05.031Z,Hourly,Intermediate,,"Automated Testing, Auto-GPT, AI Agent Development, AI App Development",French,french,high,product_company,is_plain
QA Testing,1.9794184084800292e+18,~021979418408480029493,https://www.upwork.com/jobs/Experienced-Automation-Engineer-with-Playwright-Expertise_~021979418408480029493/?referrer_url_path=/nx/search/jobs/,Experienced QA Automation Engineer with Playwright Expertise,"Looking for an experienced QA Automation Engineer who can help me build a Playwright testing framework for a project and create a few example tests following best practices (POM, fixtures). The engineer should also record a couple of tutorial videos explaining the process.
This job requires working remotely by connecting to my PC and doing the setup live with me.",5.0,30.0,17.5,Lithuania,Lithuania,TRUE,Posted 2 weeks ago,2025-10-18T05:24:59.255Z,Hourly,Intermediate,,"Automated Testing, Test Automation Framework, Software QA, Software Testing",,,none,individual_or_undefined,none
QA Testing,1.9803021187281175e+18,~021980302118728117704,https://www.upwork.com/jobs/Engineer-Manual-Automation-Testing-for-Web-Applications_~021980302118728117704/?referrer_url_path=/nx/search/jobs/,QA Engineer (Manual & Automation Testing for Web Applications),"We are looking for an experienced QA Engineer to join our team and help ensure the quality, functionality, and performance of our web applications. The ideal candidate is skilled in both manual testing and test automation, with a strong understanding of web technologies and modern testing tools.",5.0,8.0,6.5,United States,United States,TRUE,Posted last week,2025-10-20T15:56:32.210Z,Hourly,Intermediate,,"Automated Testing, Functional Testing, Selenium, Cypress, Manual Testing",Web Applications) We,web applications) we,high,product_company,seeking
QA Testing,1.9803330882105623e+18,~021980333088210562504,https://www.upwork.com/jobs/Automation-Tester-for-Audit_~021980333088210562504/?referrer_url_path=/nx/search/jobs/,QA Automation Tester for Audit,"We are seeking an experienced QA Automation Engineer to review and audit our current test automation setup. The goal is to identify gaps, suggest improvements, and outline a more efficient test architecture. This role involves reviewing existing automation using Cypress, Playwright, and Selenium, identifying issues, and recommending best practices for scalability and stability. A short written feedback or report is required, with potential for continued collaboration on implementation if the audit is successful.",100.0,100.0,100.0,United States,United States,TRUE,Posted last week,2025-10-20T17:59:35.900Z,Fixed,Expert,,"Automated Testing, Software QA, Selenium, Penetration Testing",The goal,the goal,high,individual_or_undefined,is_plain
QA Testing,1.9817119093002808e+18,~021981711909300281076,https://www.upwork.com/jobs/automation-engineer_~021981711909300281076/?referrer_url_path=/nx/search/jobs/,QA automation engineer,We are looking for a QA automation engineer to work on our react application and create playwright scripts,22.0,22.0,22.0,GBR,United Kingdom,TRUE,Posted 6 days ago,2025-10-24T13:18:32.496Z,Hourly,Expert,,Automated Testing,,,none,individual_or_undefined,none
QA Testing,1.9821876943631503e+18,~021982187694363150698,https://www.upwork.com/jobs/Automation-Engineer-with-Playwright-and-Cucumber-Expertise_~021982187694363150698/?referrer_url_path=/nx/search/jobs/,QA Automation Engineer with Playwright and Cucumber Expertise,"We are seeking an experienced QA Automation Engineer who specializes in Playwright and Cucumber for our upcoming projects. The ideal candidate will have a solid understanding of automation frameworks and the ability to write, execute, and maintain test scripts. You will work closely with our development team to ensure high-quality software delivery. If you are detail-oriented, passionate about quality assurance, and have strong problem-solving skills, we would love to hear from you!
Should be willing to work on remote machine only . No code sharing . Should be available atleast 3-5 hours during cst hours .",8.0,10.0,9.0,United States,United States,TRUE,Posted 5 days ago,2025-10-25T20:49:08.487Z,Hourly,Intermediate,,"Automated Testing, Test Automation Framework, Test Design",Cucumber Expertise We,cucumber expertise we,high,individual_or_undefined,seeking
QA Testing,1.9830996919374408e+18,~021983099691937441200,https://www.upwork.com/jobs/Engineer-SDET_~021983099691937441200/?referrer_url_path=/nx/search/jobs/,Sr. QA Engineer / Sr. SDET,"About the Job
Position Title: Senior SDET / QA Engineer (Automation)
Department: Engineering
Location: HSR Layout, Bangalore (Work From Office)
Employment Type: Full-Time
Company: appsforbharat.com
About AppsForBharat
AppsForBharat is on a mission to help millions of Indians connect with spirituality and culture through beautifully crafted, AI-first consumer experiences. Backed by Peak XV Partners, Elevation Capital, Fundamentum, and other top investors, we’re a Series C faith-tech startup built by alumni from IITs, IIMs, and high-growth startups.
Our flagship product, Sri Mandir, is the world’s largest platform for Hindu devotees enabling digital rituals, spiritual teachings, personalized recommendations, and a thriving devotional community.
India’s $44B devotion economy is still largely offline and we’re building the technology, design, and infrastructure to bring it online with trust, scale, and quality. As part of our Engineering team, you’ll play a key role in ensuring that these deeply meaningful experiences are reliable, performant, and delightful for millions of users every day.
Role Overview
As a Senior QA Engineer (Automation), you will drive product quality across all stages of development and deployment. You’ll take complete ownership of defining QA strategy, implementing robust automation frameworks, and ensuring every release meets our high standards of reliability, performance, and user delight.
This role is ideal for someone who thrives in a fast-paced startup environment, loves solving problems, and is passionate about building scalable and flawless user experiences.
Key Responsibilities
Define & Execute QA Strategy: Develop and implement test strategies covering functional, regression, integration, and exploratory testing.
Automation Leadership: Build and maintain scalable automation frameworks integrated into CI/CD pipelines to improve speed, reliability, and test coverage.
Collaborate Early: Partner closely with Product and Engineering teams to ensure testable requirements and early QA involvement in the development cycle.
Release Readiness: Own end-to-end release validation, including regression testing, defect triage, and final sign-off on product quality.
Quality Metrics & Reporting: Define, track, and communicate key QA metrics (defect leakage, build health, test coverage) to drive data-backed improvements.
Performance & Security Testing: Conduct basic performance and security validation to ensure system robustness.
Mentorship & Best Practices: Guide junior QA engineers, promoting test design excellence, automation best practices, and continuous improvement.
Process Optimization: Continuously enhance QA processes through retrospectives, automation expansion, and shift-left testing principles.
Documentation: Maintain comprehensive documentation of test cases, strategies, bug reports, and quality incident postmortems.
What We’re Looking For
4–8 years of QA experience in product-based startups, ideally in B2C environments.
Proven expertise in test automation (e.g., Selenium, Appium, Cypress, Playwright, etc.).
Strong understanding of CI/CD pipelines, API testing, and test design principles.
Hands-on experience with manual and exploratory testing.
Ability to handle multiple projects independently and drive them to completion.
High sense of ownership, accountability, and attention to detail.
Excellent communication and collaboration skills.
Willingness to work from the office (HSR Layout, Bangalore).
Why Join Us
Opportunity to impact millions of users in India’s devotional and spiritual space.
Work with a talented, passionate, and mission-driven team.
High ownership role with end-to-end accountability.
Fast-paced, collaborative, and growth-oriented culture.
Build seamless, trusted experiences that bring faith and technology together.",,,,India,India,FALSE,Posted 2 days ago,2025-10-28T09:13:05.575Z,Hourly,Expert,,"Automated Testing, Selenium, Test Case Design, QA Engineering",AppsForBharat,appsforbharat,high,product_company,is_plain
QA Testing,1.9831290872189007e+18,~021983129087218900984,https://www.upwork.com/jobs/Operations-Systems-Team-Member_~021983129087218900984/?referrer_url_path=/nx/search/jobs/,Operations & Systems Team Member,"We’re looking for a detail-oriented Operations Expert to join our team part-time (2–4 hours per day, Monday to Friday). If you love building organized systems, automating workflows, and keeping things running smoothly, you’ll fit right in.
You’ll work across tools like Notion, Airtable, Google Sheets, Looker Studio, GoHighLevel, Slack, Calendly, Docusign, and Kit (ConvertKit). You should be comfortable setting up automations using Make.com, n8n, or Zapier, and enjoy connecting tools so everything works seamlessly together.
It’s a plus if you know how to code or write scripts, but what matters most is being resourceful, independent, and a logical problem-solver. If you take ownership, communicate clearly, and love turning messy processes into smooth, automated systems — we’d love to have you on board.",,,,Australia,Australia,TRUE,Posted 2 days ago,2025-10-28T11:09:54.045Z,Hourly,Intermediate,,"Automated Testing, Operations Management Software, Communication Skills",,,none,individual_or_undefined,none
